stature_cm,weight_kg,chest_circumference,buttock_circumference,waist_circumference,thigh_circumference,ankle_circumference,biacromial_breadth,knee_height_sitting
161.1,69.3,97.6,100.2,79.4,62.3,20.0,37.1,52.0
163.1,74.8,102.1,114.6,81.8,66.2,19.2,34.7,49.8
166.7,52.0,83.0,88.4,66.2,50.7,19.1,36.7,52.9
173.0,75.2,100.2,104.0,77.7,60.5,22.5,38.5,53.6
168.3,65.1,95.4,100.6,77.0,59.2,21.5,34.4,55.1
169.2,64.4,89.1,95.0,68.2,56.9,20.4,39.8,55.2
167.6,83.5,106.3,110.5,92.5,66.7,21.8,38.4,54.0
156.2,59.0,85.4,96.7,65.2,59.6,19.5,36.2,47.9
155.1,69.1,106.0,100.1,89.6,59.3,22.1,39.8,46.6
162.3,56.2,82.2,92.0,64.0,56.9,21.2,33.0,51.9
163.0,63.5,93.1,96.9,74.9,58.9,20.7,36.8,52.7
155.0,56.9,84.1,95.0,69.8,56.5,20.6,33.1,48.7
154.6,62.5,89.3,97.4,72.8,61.0,20.7,33.8,47.2
158.6,69.2,100.2,99.0,83.5,61.4,19.1,37.7,50.3
168.8,56.6,84.3,92.7,68.5,52.6,18.8,38.7,53.5
156.3,54.3,88.4,92.2,71.1,53.5,21.5,38.5,47.0
160.1,63.1,92.6,99.4,73.8,60.5,21.1,34.7,49.9
163.6,59.5,87.4,96.3,72.2,59.2,20.4,35.7,53.2
170.6,61.0,88.5,93.2,70.3,57.3,20.4,36.4,56.2
168.8,86.9,110.6,112.5,93.6,68.8,21.6,37.7,53.5
160.2,69.5,93.5,104.5,79.2,63.5,22.5,38.2,49.4
166.4,60.3,88.0,93.9,76.1,57.0,20.8,34.8,51.3
160.2,56.8,85.5,95.3,71.9,58.2,18.3,35.6,49.9
165.6,79.1,106.0,108.5,86.4,68.5,22.3,36.6,52.2
164.6,59.1,87.3,93.9,73.8,52.7,20.3,38.3,53.2
159.4,55.7,89.4,91.3,71.7,52.9,19.3,35.0,49.6
150.3,52.3,90.6,90.0,69.5,52.1,19.5,33.3,45.3
169.5,72.6,91.8,104.2,77.0,61.8,21.6,36.7,57.0
157.0,68.6,97.6,100.8,80.6,60.0,21.0,35.2,48.4
155.5,57.3,88.9,95.8,70.8,57.1,22.4,34.7,49.6
151.5,55.1,87.5,97.0,71.3,53.8,21.7,36.6,46.6
163.1,61.1,90.1,96.5,71.2,60.2,18.9,38.2,52.6
172.2,72.8,95.9,102.8,84.0,62.7,20.2,39.5,54.4
158.8,55.6,86.4,91.0,69.8,54.8,19.8,34.0,48.9
160.0,76.6,99.8,108.2,87.1,67.9,19.9,37.6,50.1
164.8,64.4,91.9,98.8,72.6,58.2,19.5,38.3,50.2
165.4,59.6,89.6,97.8,68.0,57.5,20.2,35.7,51.3
169.2,55.1,84.3,90.3,67.4,51.5,20.8,37.7,50.2
164.2,62.5,88.7,104.3,73.5,59.5,21.3,34.9,49.4
160.1,58.6,90.2,99.4,71.1,57.6,19.9,38.8,50.0
160.1,61.0,91.5,96.0,73.1,59.0,21.3,35.3,49.4
161.1,73.4,108.8,101.9,90.3,58.4,19.3,38.1,48.2
166.7,63.7,89.3,98.2,69.9,60.0,19.8,37.6,52.7
169.6,56.6,86.9,92.4,67.1,54.2,20.5,37.0,52.8
172.3,71.3,91.7,103.3,73.9,63.9,22.9,37.2,53.2
165.5,70.0,99.5,102.8,79.3,61.5,20.4,39.6,53.6
166.7,62.7,86.5,100.6,68.2,58.5,21.5,38.3,55.8
174.6,73.2,91.1,110.4,73.6,67.8,20.3,37.1,55.4
160.5,65.9,94.5,99.5,78.1,59.5,22.5,36.1,49.0
163.1,56.4,88.8,95.4,68.1,56.2,20.2,37.3,49.8
165.9,70.2,100.5,103.8,80.7,63.7,21.4,35.2,52.4
159.2,58.3,90.5,93.4,71.2,58.1,19.9,35.5,48.3
169.0,66.1,90.9,98.0,71.6,59.7,21.7,39.0,54.3
159.9,62.3,96.2,96.1,80.0,60.2,19.8,38.5,51.3
160.2,46.0,82.5,86.0,67.4,47.9,15.9,35.0,47.9
170.2,66.4,90.6,98.8,74.8,59.3,22.3,36.2,52.2
159.2,65.0,95.7,95.9,76.8,59.0,21.5,36.2,50.7
174.0,60.7,80.9,95.0,64.9,56.2,21.9,35.8,53.8
169.2,66.5,90.3,100.8,74.5,59.7,21.5,36.5,53.0
171.3,69.7,89.9,100.5,73.9,60.0,21.6,36.9,54.5
161.7,66.1,89.6,102.2,71.2,62.3,21.2,37.2,50.0
162.0,77.6,98.0,109.9,81.3,67.4,21.5,37.5,51.8
157.7,53.8,87.0,90.0,66.8,53.9,19.8,36.6,47.5
161.6,56.7,83.1,95.8,68.6,55.8,19.8,36.4,49.2
167.3,72.0,102.2,98.8,83.5,62.3,21.9,38.8,52.0
174.9,54.5,83.6,87.5,63.5,48.3,20.6,39.8,54.1
170.1,67.4,95.0,98.8,74.7,59.1,21.0,38.2,52.1
159.0,56.1,89.4,94.6,69.2,56.6,20.0,35.7,46.9
166.7,58.4,85.2,98.2,66.6,55.3,19.7,38.0,52.5
157.3,62.3,98.1,95.3,78.1,58.6,21.8,36.3,47.1
154.7,55.0,85.1,93.7,69.5,55.8,19.5,34.8,46.6
163.2,58.0,89.9,96.9,70.0,57.0,20.7,36.6,51.0
173.4,70.5,92.4,100.9,80.6,59.6,21.8,37.8,55.9
168.6,63.5,92.5,96.2,71.2,57.3,20.4,35.5,54.3
165.6,59.7,93.1,97.4,70.4,58.4,20.5,36.3,50.6
166.6,60.9,91.8,98.6,71.1,58.6,20.0,34.5,52.7
168.5,61.5,89.3,98.8,69.9,57.6,20.8,36.0,54.4
174.4,62.6,85.7,98.8,72.4,55.3,21.2,38.2,53.9
158.8,54.7,86.6,94.8,61.5,55.1,21.6,35.3,48.3
160.2,74.5,101.8,104.0,85.0,62.1,22.5,37.2,49.6
176.4,85.1,100.2,116.8,78.6,69.1,22.8,38.1,55.7
171.3,65.5,90.5,96.1,65.4,59.3,22.4,38.7,52.6
165.4,65.0,86.9,101.8,70.5,61.2,22.5,37.5,52.5
160.8,52.8,83.1,90.4,64.5,53.1,18.1,34.4,50.6
166.2,61.0,93.5,94.6,77.8,55.6,19.5,37.7,53.8
167.8,62.3,87.9,98.7,67.1,58.2,20.5,37.3,51.4
174.1,73.4,97.5,103.8,74.1,60.9,22.0,37.2,53.6
172.1,66.1,93.1,97.1,70.7,59.5,22.4,38.7,53.4
165.5,63.2,89.8,96.8,73.4,58.8,20.0,34.9,50.3
164.3,54.1,87.8,91.9,68.1,52.7,19.2,36.1,51.4
152.8,50.6,89.2,92.2,66.9,55.1,18.7,34.5,47.7
161.0,64.3,99.7,95.1,80.7,57.3,20.0,36.9,51.9
159.1,62.3,89.1,103.6,72.3,62.0,21.4,33.7,48.7
167.4,80.8,96.4,107.9,81.7,66.6,23.8,39.0,52.5
156.4,60.1,91.1,96.0,70.6,56.9,20.7,37.2,51.7
176.2,62.5,90.4,95.8,72.2,57.1,19.2,36.6,52.7
170.2,67.1,89.7,99.5,71.4,63.0,21.0,38.9,55.9
175.9,77.8,102.9,104.4,78.6,63.0,22.1,38.0,54.3
158.7,68.9,97.0,100.9,79.9,59.9,20.4,37.2,49.9
151.7,56.3,88.1,93.6,69.4,57.8,20.9,37.5,47.5
153.3,43.2,80.2,85.7,59.0,48.7,18.0,34.2,46.0
168.7,80.4,100.4,111.6,78.5,69.5,21.5,37.5,51.6
173.6,68.6,88.5,99.3,72.5,61.1,20.8,41.2,56.8
159.0,55.6,84.6,95.5,66.7,55.4,20.1,36.0,49.0
160.8,65.7,100.7,96.8,77.7,61.1,21.2,36.8,52.0
168.5,83.1,106.3,104.4,87.5,66.2,22.4,39.6,54.3
157.5,60.7,89.3,98.1,71.6,58.8,19.8,35.1,48.0
161.5,53.0,83.5,92.0,66.8,53.2,19.1,34.5,50.7
154.6,74.1,103.2,99.9,86.5,62.5,22.2,36.3,47.3
153.9,57.1,93.0,94.7,74.9,53.8,19.6,37.7,48.3
168.5,63.4,89.9,95.8,69.1,54.0,21.7,37.8,52.6
157.2,58.8,97.2,98.4,75.5,57.8,18.9,38.2,50.2
157.6,63.0,92.3,100.6,75.2,59.1,19.8,36.0,46.5
166.2,68.7,93.4,108.3,74.5,61.6,22.8,38.2,50.5
148.7,55.7,94.0,94.5,78.4,55.5,20.4,31.6,45.5
169.4,67.5,91.4,101.0,74.0,61.3,19.7,36.2,55.2
161.0,59.8,88.0,97.7,69.5,58.2,21.4,36.1,49.6
170.1,59.3,88.2,93.8,70.5,53.6,21.2,38.5,53.5
165.3,62.2,92.1,96.8,65.3,60.2,21.0,39.7,51.5
160.5,74.0,111.2,106.5,89.4,64.8,20.7,35.9,48.8
153.0,50.0,88.2,87.2,68.4,51.4,18.7,35.4,46.7
160.1,53.5,85.3,94.0,65.6,55.2,19.5,36.1,49.6
161.7,68.7,95.5,97.3,76.9,63.7,20.7,36.1,53.4
163.5,60.5,87.8,99.5,70.6,60.8,19.0,36.6,52.6
157.9,51.6,83.8,91.3,66.7,52.9,20.6,33.3,49.5
162.7,68.9,104.0,100.9,85.5,58.9,20.9,36.2,50.5
158.5,64.2,89.9,101.7,73.3,63.6,20.6,35.8,48.7
156.5,55.4,88.3,93.3,66.4,55.5,19.9,36.5,49.4
156.7,51.4,86.5,85.6,66.4,49.0,20.5,35.8,49.2
168.3,57.1,87.3,89.8,66.1,53.9,20.1,36.0,50.9
157.2,51.5,78.4,92.1,62.2,55.4,18.4,34.9,51.2
174.3,80.5,100.3,108.4,83.3,64.5,23.3,39.4,56.4
167.4,67.4,96.4,97.2,72.1,58.8,22.0,38.1,53.8
162.7,58.4,92.3,101.2,65.9,58.8,20.0,36.9,50.0
160.5,51.4,80.3,90.3,60.6,53.1,18.7,36.6,48.9
165.8,67.0,89.9,101.1,76.1,63.7,20.4,37.8,54.2
170.3,69.1,100.9,98.5,82.5,59.5,21.1,37.2,54.8
164.0,62.1,96.3,102.0,72.3,58.0,19.3,38.3,49.3
159.2,49.3,81.8,89.3,64.7,51.0,19.0,35.7,48.1
151.2,47.4,82.0,87.8,68.2,49.2,19.7,34.1,49.4
149.5,53.8,88.2,95.5,66.6,56.7,19.9,34.8,45.5
167.8,72.0,97.8,100.7,83.8,61.4,21.1,39.0,56.0
170.8,74.9,100.3,105.2,83.1,62.4,20.6,38.1,54.1
159.5,57.2,84.0,96.4,71.9,59.0,19.9,36.7,51.5
167.7,62.3,91.7,97.9,70.8,59.2,19.9,39.3,51.1
155.9,54.2,87.2,96.0,68.1,54.5,19.7,33.8,48.2
157.2,56.7,87.8,96.9,69.0,58.8,19.6,34.6,48.1
162.7,55.3,82.8,90.7,71.3,54.9,19.2,35.7,50.8
177.0,62.3,88.9,95.0,67.4,54.3,21.4,37.9,54.6
164.5,67.6,98.1,97.2,80.9,58.4,21.0,36.2,51.5
170.3,62.3,91.3,93.4,71.4,55.7,20.1,37.1,55.3
157.8,49.6,82.2,86.7,62.1,53.7,19.3,37.8,50.0
151.4,60.4,104.6,93.7,79.1,56.8,20.2,33.8,48.1
167.7,74.7,106.0,103.7,91.9,60.5,18.8,38.9,52.5
160.3,55.4,87.0,93.6,67.4,55.1,20.4,35.4,49.6
163.6,52.4,87.1,89.6,64.1,52.2,20.6,34.6,49.9
164.4,66.4,93.1,100.6,76.7,57.1,21.2,36.4,52.5
168.0,58.8,84.5,97.7,68.8,60.3,19.9,35.6,52.7
162.0,62.8,97.3,95.6,77.6,56.6,20.2,36.1,51.0
157.9,59.8,94.2,97.2,74.2,57.7,20.7,36.2,49.5
173.4,73.1,89.1,102.4,75.4,62.6,24.0,37.0,54.0
154.5,55.4,83.1,94.0,66.9,57.5,20.2,34.6,51.0
166.5,60.8,91.1,92.0,72.5,54.7,20.6,33.2,54.3
156.7,64.4,91.4,100.2,80.1,58.7,20.6,35.7,48.0
161.2,60.9,91.1,95.1,70.4,59.0,19.6,37.0,49.9
151.3,54.3,83.8,95.5,70.0,60.0,19.5,36.2,49.7
165.7,70.0,96.3,102.7,73.8,63.2,21.0,37.7,54.4
157.8,56.3,91.9,93.1,71.3,56.2,19.0,36.4,49.4
165.7,54.6,87.3,90.2,65.0,54.5,20.1,36.6,52.4
149.2,57.4,97.6,95.1,74.0,58.7,19.3,36.1,47.8
171.1,95.7,114.6,112.7,91.5,72.4,24.7,39.7,56.3
156.5,53.7,84.2,90.9,69.6,56.2,19.8,35.0,50.5
152.5,54.4,87.2,89.5,68.0,56.3,18.5,34.9,49.3
173.8,67.1,90.0,97.4,72.0,59.4,21.3,36.9,55.6
171.8,71.2,101.8,100.1,83.2,59.7,20.1,38.4,56.0
160.2,59.6,87.9,92.7,69.8,55.7,21.6,35.4,47.3
166.7,64.7,90.5,100.2,70.6,61.5,20.4,35.7,52.3
156.0,58.0,88.2,95.6,70.7,58.1,21.3,34.1,49.3
159.8,65.3,94.2,100.8,73.3,62.7,21.3,35.4,51.0
168.4,59.4,95.0,90.8,65.3,54.6,19.1,36.5,52.2
155.7,53.4,88.0,89.9,62.5,55.6,20.2,33.1,50.0
165.6,58.3,86.0,89.7,67.4,55.8,20.5,38.9,54.0
152.1,48.7,83.0,84.8,61.4,53.7,19.3,36.4,48.6
150.7,54.8,96.1,89.5,78.5,53.8,18.4,36.4,45.0
147.3,46.5,83.2,88.1,64.4,53.8,18.2,32.2,44.3
165.1,61.1,91.8,94.9,70.7,54.7,20.6,38.1,50.5
168.5,77.5,100.2,107.4,81.0,63.6,22.9,37.0,55.1
158.6,56.9,92.1,91.8,72.0,57.2,19.8,34.8,50.5
162.5,61.5,94.4,97.8,71.8,60.2,20.4,38.1,48.7
176.3,73.7,101.9,102.9,82.3,60.8,18.9,38.5,56.3
157.4,65.6,96.9,101.9,84.4,61.4,18.5,34.2,48.2
165.5,64.6,91.2,103.8,72.5,60.0,23.4,38.8,50.1
158.5,56.3,86.8,98.0,69.3,58.7,18.5,36.6,50.5
167.4,66.3,90.6,98.7,74.8,59.9,19.8,35.3,52.7
170.3,70.8,95.3,102.0,79.4,61.0,21.0,39.5,54.5
165.6,64.4,94.0,93.9,71.1,56.9,21.9,38.5,53.8
155.7,53.9,83.5,88.2,64.9,56.0,18.9,34.5,48.2
156.8,55.0,81.7,92.2,68.2,55.2,21.0,36.5,48.4
159.2,56.7,91.0,93.0,66.2,56.4,21.0,37.1,50.5
157.7,53.9,86.3,87.7,65.6,55.5,19.6,36.4,50.2
154.8,52.0,86.4,88.8,64.3,51.2,20.3,34.3,50.3
175.1,65.9,91.9,97.9,70.8,59.4,20.7,37.4,55.2
162.8,71.2,94.6,102.0,77.6,64.3,22.0,37.6,51.6
149.6,61.9,98.6,99.2,88.8,56.8,20.7,33.2,47.2
159.5,51.6,82.5,93.5,64.6,53.7,19.4,35.4,50.7
160.6,63.7,98.7,99.5,77.9,57.3,20.4,36.3,48.9
172.0,58.3,86.4,88.0,68.4,53.1,20.4,36.5,54.6
169.6,70.5,94.8,104.3,73.0,62.7,20.4,38.4,53.6
166.2,63.4,91.5,99.9,70.8,58.1,19.9,37.3,52.3
177.7,69.1,94.1,99.0,71.9,58.0,21.0,38.5,56.7
152.0,46.6,84.2,86.4,64.8,51.2,18.0,33.2,46.0
157.0,59.1,96.1,95.2,80.6,53.6,18.8,35.8,47.7
165.5,64.9,88.9,99.0,70.4,60.6,21.4,37.2,55.0
161.0,56.9,91.5,92.5,71.9,53.1,20.0,36.0,50.6
157.9,54.8,87.4,93.0,63.7,55.6,20.1,35.8,49.7
163.3,61.6,90.8,96.3,74.7,59.3,21.4,37.8,51.0
160.5,54.3,82.0,95.0,67.3,54.6,19.3,34.5,51.0
167.7,54.3,88.1,93.1,67.1,51.7,19.0,36.7,51.6
162.8,49.6,76.2,90.3,62.2,54.0,18.2,32.5,49.5
156.4,65.9,95.8,97.1,79.9,59.8,20.9,36.7,51.2
160.6,46.6,81.8,81.6,66.2,47.1,19.0,35.6,52.4
153.7,53.0,90.1,96.1,69.5,56.2,20.0,31.7,46.6
159.3,60.5,87.2,96.6,75.8,54.2,21.7,39.2,50.5
164.6,71.0,97.0,101.1,79.7,61.1,20.1,38.2,53.1
160.1,62.5,91.1,99.4,72.2,60.0,20.3,35.1,51.7
160.3,56.0,86.4,93.8,68.8,57.8,19.8,35.1,49.2
171.0,60.5,85.3,97.4,67.6,56.9,20.8,37.4,52.4
167.0,63.4,88.4,97.2,67.1,58.8,21.6,39.3,53.0
162.8,61.9,95.1,91.2,82.6,56.6,19.1,36.6,53.2
167.1,61.6,94.2,93.9,73.6,54.4,18.7,36.4,54.9
160.6,65.6,87.2,96.0,70.5,60.5,20.6,36.3,52.1
157.8,65.1,92.3,103.9,68.9,64.5,22.1,36.6,52.0
155.3,48.5,78.5,93.1,62.6,55.1,18.7,37.1,48.8
164.0,64.1,91.0,98.5,74.8,58.0,22.0,36.5,50.2
165.3,65.6,96.1,95.4,78.8,55.7,21.2,38.9,50.1
159.6,58.9,90.3,98.0,69.8,59.6,20.3,36.2,48.4
169.1,73.5,97.1,102.9,81.0,60.5,20.9,38.4,53.6
165.4,81.1,103.6,110.3,90.4,65.6,22.6,36.0,51.6
158.3,53.6,83.4,92.2,61.5,55.8,20.8,36.2,47.4
170.8,63.4,92.3,94.6,71.0,56.9,20.9,36.3,52.0
162.9,62.0,90.6,94.6,77.0,56.4,20.3,34.6,50.1
165.0,63.8,92.5,99.2,70.5,58.4,21.1,35.9,50.1
157.3,57.4,83.6,97.9,69.5,59.9,20.3,35.2,49.6
158.3,58.6,90.1,93.0,72.5,54.7,19.3,35.0,48.7
164.2,69.0,93.5,105.5,72.7,63.3,21.4,38.7,53.3
176.4,58.5,82.8,89.7,66.8,52.3,19.1,36.8,57.2
153.0,43.0,71.1,85.1,60.6,48.3,18.0,36.0,47.9
155.7,55.0,81.9,93.1,69.2,56.1,20.4,35.4,47.4
148.3,47.4,82.9,90.0,65.1,55.2,18.8,34.0,44.5
168.2,64.2,94.9,97.4,72.2,55.1,19.5,38.1,51.1
157.6,42.2,74.4,83.0,58.3,48.2,16.8,33.3,49.5
164.6,60.5,90.0,98.6,70.1,56.8,20.4,36.3,49.3
177.2,72.5,92.7,102.1,70.9,59.6,23.4,39.4,54.2
175.6,64.7,90.5,95.1,69.6,56.3,20.8,39.1,54.6
163.8,70.6,101.2,104.8,82.0,61.2,20.9,39.3,51.7
159.5,63.5,88.2,99.9,73.6,61.3,19.6,35.6,52.8
160.2,63.8,94.2,97.3,71.5,59.6,20.0,37.4,50.2
175.2,83.0,105.0,105.6,83.4,64.3,23.0,37.3,57.5
167.1,81.8,95.6,110.3,81.2,67.0,23.3,36.3,55.0
168.7,63.6,93.0,89.0,74.5,53.6,20.3,37.7,54.9
155.0,54.1,82.9,91.1,69.5,55.3,20.1,36.3,48.0
169.7,61.5,88.6,95.5,68.0,54.5,20.7,37.5,52.7
173.1,63.2,87.8,93.0,70.9,55.2,22.5,38.4,53.7
158.2,59.3,88.9,96.9,69.1,60.0,20.5,39.1,48.5
165.7,62.1,92.6,99.4,70.7,59.1,19.9,37.1,53.6
158.0,57.9,88.5,95.0,71.8,57.7,21.3,34.7,48.5
157.6,57.6,98.5,94.3,77.8,54.8,18.5,37.2,50.3
171.3,71.1,86.8,101.6,70.3,63.0,22.6,38.0,56.5
176.8,59.4,88.8,94.2,70.6,55.0,20.0,36.7,55.9
163.7,68.0,94.8,100.7,77.1,58.9,22.3,38.5,52.2
170.8,59.0,84.0,92.8,66.3,55.7,20.5,37.4,53.1
165.2,59.7,87.8,93.3,68.8,56.5,19.8,34.6,53.3
171.2,61.7,88.8,95.2,67.0,56.5,20.1,39.5,53.1
156.7,57.3,89.4,95.7,69.4,56.8,20.2,33.5,45.8
170.6,65.8,91.9,97.9,72.7,59.8,21.3,37.6,53.4
159.2,61.5,92.4,98.7,79.4,58.8,19.1,37.3,52.1
176.3,76.5,96.0,101.8,81.7,66.3,22.1,37.9,58.4
162.1,62.0,95.3,99.8,73.0,59.1,21.0,33.9,49.5
170.7,73.4,95.8,107.7,75.9,59.5,21.2,38.3,52.1
168.9,68.6,93.2,101.8,77.4,64.3,21.3,38.0,53.1
160.6,60.3,93.3,93.3,71.2,56.7,21.1,37.0,50.6
169.6,84.5,103.4,112.4,85.5,68.6,23.9,37.6,55.1
159.8,50.8,83.8,85.6,67.8,48.3,19.5,37.5,50.8
173.1,73.3,96.1,101.7,79.4,63.4,21.7,37.9,56.2
170.7,59.1,86.0,93.2,68.1,54.0,18.6,37.4,54.6
166.7,75.6,98.1,104.8,86.4,62.9,21.2,36.3,51.2
148.5,56.8,85.7,97.3,73.1,60.3,19.9,34.8,45.5
159.6,63.6,98.4,93.6,77.5,54.9,20.0,35.7,50.7
162.6,65.4,90.5,102.5,75.5,60.8,20.1,38.2,52.0
164.1,69.6,98.4,101.0,82.5,63.0,19.5,35.7,53.3
151.0,57.9,89.4,102.6,70.0,61.7,20.7,31.2,47.0
174.8,76.7,99.1,103.6,83.8,60.6,22.0,38.0,56.5
154.6,51.1,83.9,90.4,64.7,53.1,19.8,37.4,48.4
161.1,60.3,89.4,99.9,70.0,58.1,20.4,35.5,51.1
164.2,60.0,93.4,92.8,68.8,56.5,20.2,38.9,54.6
167.3,69.4,98.1,99.3,78.2,62.2,20.1,38.7,55.1
154.9,41.4,78.7,82.9,60.1,46.3,17.6,34.9,48.6
170.7,70.7,94.9,103.3,70.4,62.9,23.5,37.8,51.6
157.4,47.0,77.0,84.2,61.6,49.4,18.2,36.7,50.4
155.6,63.3,92.5,97.2,74.0,59.2,22.1,33.8,50.1
148.9,54.1,86.2,93.7,70.3,56.3,17.8,36.1,48.5
160.6,55.8,86.1,92.6,69.4,56.4,19.9,35.2,50.2
148.3,48.1,83.6,89.3,64.7,51.6,17.7,34.2,45.5
158.5,63.8,92.3,95.6,74.3,61.0,20.3,35.1,49.6
161.0,72.0,96.7,105.2,90.9,62.9,20.3,36.9,51.4
173.7,68.6,96.3,100.2,70.6,57.9,20.2,37.1,55.4
156.4,65.3,91.6,101.8,71.7,66.1,21.5,36.3,49.6
149.5,62.7,102.7,97.5,80.4,58.4,19.1,37.6,45.5
157.0,72.0,103.0,105.7,85.7,64.4,20.0,35.8,51.3
175.6,56.6,82.9,89.3,66.3,50.4,19.0,38.1,55.1
178.2,75.5,97.1,99.8,77.9,62.1,21.8,37.5,59.6
149.8,42.6,78.5,83.5,56.8,49.2,18.3,33.6,47.3
168.2,65.5,95.0,100.9,73.7,60.7,20.3,35.1,52.6
166.4,57.9,84.8,89.0,65.8,53.1,20.0,38.8,55.2
159.6,61.7,92.5,97.6,71.0,58.0,19.5,35.9,49.1
157.6,57.0,84.7,97.0,66.8,57.9,18.9,36.9,50.3
158.1,68.3,95.8,105.2,76.4,65.3,22.1,35.0,48.0
161.3,55.3,87.9,91.0,71.1,53.3,19.3,36.0,51.5
163.2,60.4,91.5,92.7,72.7,56.5,19.5,37.8,54.4
170.3,62.9,88.7,91.2,68.7,54.2,21.1,38.3,54.3
161.3,63.8,93.6,98.4,77.9,58.2,20.4,37.6,50.0
159.9,68.9,99.5,100.5,80.4,62.0,21.7,36.8,48.7
158.8,64.8,95.0,99.6,74.7,60.8,21.3,37.8,50.4
162.3,66.4,100.5,97.9,72.6,58.6,22.4,34.8,52.3
160.0,56.3,90.4,88.5,68.3,54.5,21.0,35.8,51.0
160.0,61.6,88.0,97.2,69.6,59.6,20.8,34.4,51.5
163.5,68.1,97.0,102.4,80.4,60.3,19.1,36.4,53.5
178.7,65.0,93.7,93.9,71.5,55.2,21.1,38.6,57.6
161.0,65.9,93.7,101.6,74.7,64.1,20.6,35.0,50.4
153.4,58.9,91.8,94.4,72.1,57.3,20.3,37.0,48.9
179.3,70.7,90.4,97.7,76.5,58.5,20.5,38.3,58.9
151.5,49.9,84.5,87.4,65.7,54.8,20.9,34.2,48.8
164.0,73.8,106.9,100.4,89.0,63.2,19.8,37.5,52.2
163.0,65.4,94.3,95.3,78.8,58.1,20.5,36.9,53.8
152.2,54.1,91.1,92.3,74.5,56.3,18.1,35.4,50.4
157.5,58.0,89.4,98.1,73.7,56.1,19.2,36.6,49.0
161.3,51.4,78.8,92.2,63.1,54.8,19.6,36.8,50.8
154.3,58.4,92.5,98.8,73.9,57.8,20.0,35.8,47.6
161.7,51.5,84.1,88.4,61.7,52.7,19.4,34.9,49.8
162.3,65.4,95.6,95.0,84.0,59.3,19.4,37.0,52.9
160.7,61.7,88.1,99.3,71.4,60.0,21.5,35.8,50.3
153.7,52.6,83.1,94.0,68.4,55.8,19.1,36.2,47.5
154.5,44.5,79.5,83.3,61.5,50.1,18.5,34.1,46.0
174.3,66.4,88.4,101.3,73.5,60.2,21.2,37.1,57.6
161.2,55.9,85.0,91.8,69.8,53.6,20.3,37.5,52.2
170.6,70.8,91.4,103.8,73.0,65.0,20.9,36.3,55.7
163.5,56.5,90.3,93.2,67.0,56.3,20.6,36.1,51.3
156.3,49.4,81.1,92.9,59.7,52.5,19.2,37.1,49.6
156.9,54.4,88.0,95.0,69.8,56.9,20.4,35.2,49.2
155.2,51.3,87.7,87.6,68.6,53.4,18.3,32.1,50.6
159.8,52.3,85.9,85.9,67.9,52.6,18.9,36.7,49.5
152.8,50.0,81.1,86.8,67.3,51.7,17.7,34.9,47.1
165.4,82.7,101.1,111.9,85.1,72.6,21.5,39.3,52.6
164.5,68.3,91.7,100.7,73.4,59.1,20.9,38.2,53.5
157.8,56.5,91.0,94.3,72.3,55.5,17.1,38.0,48.8
165.8,57.0,88.2,90.8,71.9,54.8,19.6,36.5,54.4
153.8,72.6,102.2,104.1,83.3,64.9,22.8,37.8,49.1
156.4,53.2,87.2,89.2,65.7,53.5,19.5,35.3,49.2
162.4,70.9,97.3,97.7,80.3,63.3,22.0,37.0,50.2
174.0,74.8,96.3,106.3,72.5,63.3,21.6,38.3,53.4
157.5,60.8,91.1,99.5,76.9,56.6,19.9,34.5,49.1
161.0,53.6,82.1,90.5,67.4,52.8,19.9,37.0,51.6
164.2,66.0,93.1,102.8,75.2,61.2,22.4,37.6,51.2
170.5,72.8,91.9,102.8,75.3,65.1,22.1,37.7,52.9
156.1,52.4,91.4,94.1,71.7,56.5,19.3,33.3,49.0
162.7,58.5,94.0,90.3,74.3,54.6,20.5,37.4,51.4
168.2,55.8,83.9,89.8,68.5,54.2,21.1,34.5,52.2
177.0,77.5,90.4,108.0,76.9,66.5,21.8,39.0,58.0
168.5,64.9,89.8,98.9,69.6,58.5,20.3,37.8,53.1
167.0,68.7,90.2,98.7,74.8,62.0,21.8,35.7,52.6
156.0,60.9,94.2,98.0,75.5,59.5,19.9,36.6,48.6
160.3,62.4,93.2,96.3,75.6,58.1,21.1,37.2,49.9
161.2,60.7,89.1,94.7,68.2,58.6,19.8,36.0,48.9
160.3,67.1,95.6,101.2,76.3,60.9,22.5,36.7,48.4
167.2,74.9,98.1,105.2,84.5,64.6,22.1,36.6,53.7
167.3,66.0,92.6,97.5,73.2,60.0,21.4,38.2,54.3
174.6,61.5,88.4,90.8,67.7,54.2,21.9,38.8,58.7
157.0,60.3,92.4,95.6,75.5,57.8,20.6,37.9,50.8
166.8,67.9,91.6,103.6,75.4,64.1,18.7,37.3,51.5
167.2,51.5,79.6,88.6,60.8,51.1,19.5,33.8,52.3
162.3,60.1,92.6,93.4,69.3,56.7,20.5,37.8,50.4
157.3,46.4,81.1,85.9,66.8,48.3,19.5,35.2,48.4
158.0,66.3,93.9,102.0,79.8,61.7,19.1,36.9,50.2
165.6,56.8,82.0,91.8,70.5,54.3,22.1,34.9,52.2
160.6,52.4,87.9,88.0,70.8,53.0,18.5,35.5,52.1
163.7,72.6,101.8,104.1,83.4,65.5,21.3,39.2,52.6
156.6,56.0,88.3,94.3,65.4,57.0,19.8,36.0,50.5
